okapy kominowe;1;1480;1480
okapy kominowe;2;2016;3496
okapy kominowe;3;1397;4893
okapy kominowe;4;1877;6770
okapy kominowe;5;1993;8763
okapy kominowe;6;1732;10495
okapy kominowe;7;2285;12780
okapy kominowe;8;3921;16701
okapy kominowe;9;2732;19433
okapy kominowe;10;3748;23181
okapy kominowe;11;2848;26029
okapy kominowe;12;2424;28453
